
# nbCell
	20

# number of players
	0

# position of players

# number of obstacles
	0

# position of obstacles

# number of balls
	100

# position of balls
380.000000	0.000000	2.356194
375.019357	47.375962	2.481858
364.187269	93.507398	2.607522
347.736406	137.678583	2.733186
325.986085	179.212367	2.858849
299.336288	217.480543	2.984513
268.260455	251.913335	3.110177
233.297180	282.007847	3.235840
195.040953	307.335365	3.361504
154.132104	327.547393	3.487168
111.246118	342.380346	3.612832
67.082511	351.658836	3.738495
22.353425	355.297515	3.864159
-22.227844	353.301462	3.989823
-65.958223	345.765112	4.115486
-108.155948	332.869781	4.241150
-148.171193	314.879814	4.366814
-185.396071	292.137462	4.492477
-219.273852	265.056556	4.618141
-249.307271	234.115110	4.743805
-275.065778	199.846986	4.869469
-296.191658	162.832742	4.995132
-312.404899	123.689850	5.120796
-323.506776	83.062422	5.246460
-329.382081	41.610634	5.372123
-330.000000	0.000000	5.497787
-325.413622	-41.109301	5.623451
-315.758111	-81.072903	5.749115
-301.247581	-119.272355	5.874778
-282.170751	-155.124683	6.000442
-258.885438	-188.091281	6.126106
-231.812024	-217.685980	6.251769
-201.425981	-243.482185	6.377433
-168.249614	-265.118969	6.503097
-132.843139	-282.306040	6.628760
-95.795268	-294.827520	6.754424
-57.713445	-302.544473	6.880088
-19.213899	-305.396179	7.005752
19.088318	-303.400125	7.131415
56.589157	-296.650750	7.257079
92.705098	-285.316955	7.382743
126.882229	-269.638462	7.508406
158.604731	-249.921066	7.634070
187.402653	-226.530893	7.759734
212.858839	-199.887755	7.885398
234.614928	-170.457723	8.011061
252.376324	-138.745058	8.136725
265.916075	-105.283622	8.262389
275.077618	-70.627928	8.388052
279.776346	-35.343972	8.513716
280.000000	-0.000000	8.639380
275.807887	34.842639	8.765044
267.328952	68.638409	8.890707
254.758757	100.866127	9.016371
238.355417	131.036999	9.142035
218.434588	158.702018	9.267698
195.363592	183.458624	9.393362
169.554781	204.956523	9.519026
141.458274	222.902572	9.644689
111.554174	237.064688	9.770353
80.344419	247.274694	9.896017
48.344379	253.430111	10.021681
16.074373	255.494842	10.147344
-15.948792	253.498789	10.273008
-47.220091	247.536387	10.398672
-77.254249	237.764129	10.524335
-105.593264	224.397109	10.649999
-131.813392	207.704670	10.775663
-155.531453	188.005231	10.901327
-176.410408	165.660400	11.026990
-194.164079	141.068461	11.152654
-208.560990	114.657374	11.278318
-219.427251	86.877394	11.403981
-226.648460	58.193434	11.529645
-230.170611	29.077310	11.655309
-230.000000	0.000000	11.780972
-226.202152	-28.575977	11.906636
-218.899794	-56.203914	12.032300
-208.269933	-82.459900	12.157964
-194.540083	-106.949316	12.283627
-177.983739	-129.312756	12.409291
-158.915161	-149.231269	12.534955
-137.683582	-166.430860	12.660618
-114.666934	-180.686176	12.786282
-90.265210	-191.823335	12.911946
-64.893569	-199.721868	13.037610
-38.975313	-204.315748	13.163273
-12.934847	-205.593506	13.288937
12.809266	-203.597453	13.414601
37.851026	-198.422025	13.540264
61.803399	-190.211303	13.665928
84.304300	-179.155756	13.791592
105.022052	-165.488273	13.917255
123.660254	-149.479569	14.042919
139.961976	-131.433044	14.168583
153.713229	-111.679198	14.294247
164.745656	-90.569691	14.419910
172.938426	-68.471167	14.545574
178.219302	-45.758939	14.671238
180.564876	-22.810649	14.796901

	#	 And that's all
