
# nbCell
	15

# number of players
	5

# position of players
200 200 4 0
-200 -200 4 0
200 -200 4 0
-200 200 4 0
0 0 4 0
# number of obstacles
	0

# position of obstacles

# number of balls
	100

# position of balls
350	0	2.35619
349.309	21.9767	2.41903
347.24	43.8666	2.48186
343.801	65.5835	2.54469
339.004	87.0415	2.60752
332.87	108.156	2.67035
325.422	128.844	2.73319
316.689	149.023	2.79602
306.707	168.614	2.85885
295.515	187.539	2.92168
283.156	205.725	2.98451
269.68	223.098	3.04734
255.139	239.591	3.11018
239.591	255.139	3.17301
223.098	269.68	3.23584
205.725	283.156	3.29867
187.539	295.515	3.3615
168.614	306.707	3.42434
149.023	316.689	3.48717
128.844	325.422	3.55
108.156	332.87	3.61283
87.0415	339.004	3.67566
65.5835	343.801	3.7385
43.8666	347.24	3.80133
21.9767	349.309	3.86416
2.54578e-13	350	3.92699
-21.9767	349.309	3.98982
-43.8666	347.24	4.05265
-65.5835	343.801	4.11549
-87.0415	339.004	4.17832
-108.156	332.87	4.24115
-128.844	325.422	4.30398
-149.023	316.689	4.36681
-168.614	306.707	4.42965
-187.539	295.515	4.49248
-205.725	283.156	4.55531
-223.098	269.68	4.61814
-239.591	255.139	4.68097
-255.139	239.591	4.7438
-269.68	223.098	4.80664
-283.156	205.725	4.86947
-295.515	187.539	4.9323
-306.707	168.614	4.99513
-316.689	149.023	5.05796
-325.422	128.844	5.1208
-332.87	108.156	5.18363
-339.004	87.0415	5.24646
-343.801	65.5835	5.30929
-347.24	43.8666	5.37212
-349.309	21.9767	5.43496
-350	1.13088e-12	5.49779
-349.309	-21.9767	5.56062
-347.24	-43.8666	5.62345
-343.801	-65.5835	5.68628
-339.004	-87.0415	5.74911
-332.87	-108.156	5.81195
-325.422	-128.844	5.87478
-316.689	-149.023	5.93761
-306.707	-168.614	6.00044
-295.515	-187.539	6.06327
-283.156	-205.725	6.12611
-269.68	-223.098	6.18894
-255.139	-239.591	6.25177
-239.591	-255.139	6.3146
-223.098	-269.68	6.37743
-205.725	-283.156	6.44026
-187.539	-295.515	6.5031
-168.614	-306.707	6.56593
-149.023	-316.689	6.62876
-128.844	-325.422	6.69159
-108.156	-332.87	6.75442
-87.0415	-339.004	6.81726
-65.5835	-343.801	6.88009
-43.8666	-347.24	6.94292
-21.9767	-349.309	7.00575
-1.30774e-12	-350	7.06858
21.9767	-349.309	7.13142
43.8666	-347.24	7.19425
65.5835	-343.801	7.25708
87.0415	-339.004	7.31991
108.156	-332.87	7.38274
128.844	-325.422	7.44557
149.023	-316.689	7.50841
168.614	-306.707	7.57124
187.539	-295.515	7.63407
205.725	-283.156	7.6969
223.098	-269.68	7.75973
239.591	-255.139	7.82257
255.139	-239.591	7.8854
269.68	-223.098	7.94823
283.156	-205.725	8.01106
295.515	-187.539	8.07389
306.707	-168.614	8.13672
316.689	-149.023	8.19956
325.422	-128.844	8.26239
332.87	-108.156	8.32522
339.004	-87.0415	8.38805
343.801	-65.5835	8.45088
347.24	-43.8666	8.51372
349.309	-21.9767	8.57655

	#	 And that's all
